V1,V3,V4,V5,rid,consent,age,gender,hhi,ethnicity,hispanic,education,region,zip,inputstate,votereg,pid3,dem_strength,rep_strength,ind_lean,pid7,educ4,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,acknowledgment,nationalweight,margin,trumplose,whytrump,tres11,tres22,tres33,duration
R_2BboNOdRJVRMRQx,10/25/20 9:56,10/25/20 10:37,1,5f959ff4-28ee-4345-65e1-c1fc8ddd5675,1,68,2,8,1,1,3,3,26354,50,1,2,NA,1,NA,7,2,5,4,2,3,NA,2,NA,1,1,5,3,3,5,3,0.763361265,7,2,NA,NA,NA,NA,40.95
R_21bN7jdCNxIwGKE,10/25/20 9:54,10/25/20 10:39,1,5f959f87-4bfd-f5bb-ce95-6d2fd1647ff1,1,65,2,2,1,1,4,3,41224,18,1,1,2,NA,NA,2,2,3,4,2,1,8,NA,1,1,1,5,1,3,5,3,0.763361265,7,NA,NA,NA,NA,NA,44.32
R_12zKg0fsXogUD1H,10/25/20 10:27,10/25/20 10:39,1,5f95a751-0ea6-7076-7934-375b204fa055,1,52,1,12,1,1,6,2,64055,26,1,1,1,NA,NA,1,4,1,1,2,1,1,NA,NA,5,1,1,2,1,2,3,0.761104744,8,NA,NA,NA,NA,NA,12.07
R_2wv3w1R0LF9HjFJ,10/25/20 10:08,10/25/20 10:40,1,5f95a29e-e8bf-3cd7-5745-0b4b8ef9529e,1,42,1,18,1,1,6,3,30339,11,1,1,1,NA,NA,1,4,2,1,2,1,1,NA,NA,11,1,1,1,1,2,1,0.741167917,8,NA,NA,NA,NA,NA,32.07
R_3JaxlVUwfG7V8en,10/25/20 10:20,10/25/20 10:40,1,5f95a591-963f-ce42-46ea-082f37ae3fa8,1,23,1,20,1,1,5,3,20850,21,1,3,NA,NA,1,3,3,3,6,1,2,1,NA,NA,2,1,1,3,1,4,2,0.725255985,13,NA,NA,NA,NA,NA,20.08
R_2aJ3BSUVJgGUooB,10/25/20 10:35,10/25/20 10:41,1,5f95a8fd-bfd7-eac3-4083-e54d31d07034,1,21,1,6,1,1,3,2,55987,1,1,1,1,NA,NA,1,2,2,5,NA,1,1,NA,NA,2,2,2,2,1,2,2,0.934412733,5,NA,NA,NA,NA,NA,6.03
R_3nej76FONZErD2x,10/25/20 10:35,10/25/20 10:42,1,5f95a952-6744-392c-5f7a-a26e44513e81,1,64,1,9,1,1,5,4,81147,6,1,3,NA,NA,2,5,3,3,3,3,3,NA,1,NA,12,2,5,1,3,3,1,0.624941123,12,NA,NA,NA,NA,NA,6.63
R_XA2Qaju3nn3wkiR,10/25/20 9:54,10/25/20 10:43,1,5f959f8b-c75b-ab6d-c062-250c07e4b7bd,1,44,2,3,2,1,5,1,13235,33,1,1,1,NA,NA,1,3,2,6,7,1,1,NA,NA,11,2,2,1,1,4,1,0.426579052,15,NA,NA,NA,NA,NA,48.32
R_3sBNMsP8c4nJXSH,10/25/20 10:12,10/25/20 10:47,1,5f95a34c-d04e-f741-ded0-228c3dd47edb,1,69,2,4,1,1,3,4,81652,6,1,2,NA,1,NA,7,2,5,3,7,3,NA,2,NA,1,1,5,1,3,3,1,0.839867522,11,2,NA,NA,NA,NA,35.2
R_3GoCBMLK1RkteTo,10/25/20 10:36,10/25/20 10:47,1,5f95a974-d125-e3ab-a2ba-3d94347f83ba,1,45,1,13,9,1,5,4,92805,5,1,2,NA,2,NA,6,3,4,5,2,2,2,NA,NA,7,2,1,2,1,3,3,0.46926105,5,2,NA,NA,NA,NA,10.63
R_Dv09cbIitgYhAyJ,10/25/20 10:41,10/25/20 10:47,1,5f95aa68-d74d-8ef8-d306-9fc087479ca8,1,25,1,1,15,1,3,4,89120,29,1,3,NA,NA,1,3,2,3,6,1,1,1,NA,NA,10,2,4,1,1,3,4,1.059319589,8,NA,NA,NA,NA,NA,6.15
R_3lMRIjQEBRjMZas,10/25/20 10:40,10/25/20 10:47,1,5f95aa6f-ad10-8802-0e45-561c022c63bd,1,64,1,19,15,1,3,4,87108,32,1,3,NA,NA,1,3,2,1,5,2,3,NA,1,NA,12,2,5,1,1,4,6,0.83263029,3,NA,NA,NA,NA,NA,6.92
R_1GNT79Ngf8jaB82,10/25/20 10:30,10/25/20 10:47,1,5f95a823-b06d-e830-aebf-ee4e34766c1a,1,25,1,8,1,1,6,4,85001,3,1,1,2,NA,NA,2,4,4,5,1,1,1,NA,NA,6,2,1,2,1,3,3,0.722633481,4,NA,NA,NA,NA,NA,17.15
R_1CxcPt6hpp9ROdk,10/25/20 10:49,10/25/20 10:55,1,5f95ac93-72f6-1168-9583-9cf1a427bce9,1,48,1,18,4,1,3,2,43016,36,1,3,NA,NA,1,3,2,3,1,7,3,NA,1,NA,9,2,1,1,2,3,1,1.026433468,9,NA,NA,NA,NA,NA,5.95
R_1Q6pcmpSP5Ei0Pw,10/25/20 10:01,10/25/20 10:58,1,5f95a0fa-21e5-1971-5fff-d7b979608e4a,1,40,1,14,2,1,3,1,11221,33,1,1,1,NA,NA,1,2,1,5,1,3,NA,1,NA,2,2,1,1,1,4,1,1.252635313,3,NA,NA,NA,NA,NA,57.43
R_3W729HJezPHWB2x,10/25/20 10:53,10/25/20 11:00,1,5f95ad33-e622-a24d-c560-4c1e1febe172,1,38,2,8,15,2,3,4,85742,3,2,5,NA,NA,4,8,2,2,6,7,4,NA,NA,NA,9,2,1,4,1,4,2,1.330237059,3,NA,NA,NA,NA,NA,6.82
R_21gi07pYL57zDm9,10/25/20 10:56,10/25/20 11:03,1,5f95ae42-5012-357b-6878-4669cf8d620c,1,45,1,-3105,16,1,6,4,90066,5,1,3,NA,NA,3,4,4,2,1,4,1,3,NA,NA,12,2,1,2,1,3,2,0.757641395,4,NA,NA,NA,NA,NA,6.17
R_22rXqfPDpTA5sQe,10/25/20 10:58,10/25/20 11:04,1,5f95aeae-e3cb-48d2-e642-6b24b963608d,1,44,2,5,15,4,5,4,84606,46,1,2,NA,1,NA,7,3,5,5,2,3,NA,3,NA,3,2,1,1,2,4,4,0.700376705,1,NA,NA,NA,NA,NA,5.52
R_0cde2JL8LXilUfn,10/25/20 10:54,10/25/20 11:04,1,5f95adc2-4141-76a8-16e1-99325170ce5c,1,22,1,1,15,1,2,2,46323,14,2,3,NA,NA,1,3,1,3,5,7,4,NA,NA,NA,12,1,1,4,1,1,3,1.595268181,13,NA,NA,NA,NA,NA,9.73
R_rj4e3jtBTVMLtyp,10/25/20 11:09,10/25/20 11:13,1,5f95b101-33bc-71ce-2838-83671ae8615b,1,34,1,9,2,1,2,3,30044,11,1,1,1,NA,NA,1,1,2,2,1,1,1,NA,NA,2,1,1,1,1,1,2,2.305008803,11,NA,NA,NA,NA,NA,4.52
R_3PzZ9bIDAtlmU2p,10/25/20 11:08,10/25/20 11:14,1,5f95b113-6622-39ce-859d-bd0c523141fc,1,45,2,19,1,1,2,1,7041,31,2,5,NA,NA,4,8,1,6,2,7,3,NA,2,NA,12,2,1,3,2,3,3,0.815199608,6,2,NA,NA,NA,NA,5.08
R_2f8uGPcqMVWjlkQ,10/25/20 11:09,10/25/20 11:14,1,5f95b13a-5486-ecea-7089-70ed30cab4fc,1,42,2,5,1,1,2,1,3217,30,2,3,NA,NA,3,4,1,2,3,2,4,NA,NA,NA,4,2,4,2,3,5,5,0.768851308,2,NA,NA,NA,NA,NA,4.67
R_324ULeN2ljneVq6,10/25/20 11:09,10/25/20 11:14,1,5f95b115-5f61-9520-404a-e2876adfa963,1,39,2,1,1,1,3,1,6708,7,1,2,NA,1,NA,7,2,2,5,2,1,2,NA,NA,11,1,2,2,2,3,5,0.649282047,15,2,NA,NA,NA,NA,5.35
R_ZwnFvyZMdiHk4lX,10/25/20 11:09,10/25/20 11:15,1,5f95b13a-c785-767b-8dc8-6366e61ad7da,1,42,1,22,1,1,6,3,20011,49,1,1,1,NA,NA,1,4,5,1,2,1,2,NA,NA,6,1,1,1,1,1,1,0.741167917,13,1,yes,NA,NA,NA,5.62
R_2zU6q6k5J1oA6RE,10/25/20 11:11,10/25/20 11:16,1,5f95b196-54c5-299f-795f-bf923e634849,1,42,1,2,8,1,5,3,33612,10,1,1,1,NA,NA,1,3,2,5,1,1,1,NA,NA,9,2,5,1,1,5,1,0.672829345,3,NA,NA,NA,NA,NA,4.63
R_9oAE7uOM6DookUN,10/25/20 11:10,10/25/20 11:16,1,5f95b137-0e54-eb7e-f0f8-91f8d8bdbae9,1,55,1,19,6,1,5,3,21122,5,1,1,1,NA,NA,1,3,1,3,1,3,NA,1,NA,2,2,1,1,2,3,1,0.775441567,5,NA,NA,NA,NA,NA,6.18
R_e3WwiPsvvEeMgiR,10/25/20 11:10,10/25/20 11:16,1,5f95b132-6278-0ed6-f0a0-4781d930a1a8,1,36,1,11,15,2,6,3,78415,45,1,3,NA,NA,3,4,4,3,5,1,1,1,NA,NA,2,1,1,3,1,3,4,1.208272255,8,NA,NA,NA,NA,NA,6.08
R_3EzKv89oeNF8e2K,10/25/20 11:10,10/25/20 11:17,1,5f95b13f-6040-e2a7-f717-c1182ecb96bc,1,59,1,1,1,1,5,3,27604,34,2,4,NA,NA,1,3,3,3,5,7,4,NA,NA,NA,12,2,6,3,2,5,1,0.787410747,10,NA,NA,NA,NA,NA,6.87
R_RWWKSOCBYubeLrH,10/25/20 11:10,10/25/20 11:17,1,5f95b162-56fc-c62e-b0cd-c22d3476ad7c,1,49,2,11,1,1,3,3,33770,10,3,3,NA,NA,2,5,2,3,1,7,5,2,NA,NA,2,2,4,3,1,4,3,0.914894002,9,2,NA,NA,NA,NA,7.58
R_2tLpu4y2R7HVpUJ,10/25/20 11:09,10/25/20 11:17,1,5f95b123-a9b6-e914-f770-b5d88b1888fb,1,33,2,14,1,1,5,3,77479,45,1,2,NA,2,NA,6,3,2,1,2,1,3,NA,NA,2,2,1,1,1,3,2,0.454977443,5,NA,NA,NA,NA,NA,7.73
R_3Hui6Z4bK8RDHJy,10/25/20 11:09,10/25/20 11:17,1,5f95b136-8add-21aa-87fe-011c960f31ae,1,58,2,2,1,1,3,1,17754,39,1,3,NA,NA,2,5,2,3,5,2,1,2,NA,NA,2,2,1,1,1,4,3,0.837835112,15,2,NA,NA,NA,NA,8.32
R_26gxtWXuhqX9GDN,10/25/20 11:10,10/25/20 11:18,1,5f95b139-a342-5510-1c84-1f81f26011db,1,38,2,1,1,1,5,3,78216,45,1,1,1,NA,NA,1,3,3,6,7,1,1,NA,NA,12,2,3,1,1,5,5,0.482404633,6,NA,NA,NA,NA,NA,8.03
R_2sRehhzPsguml8G,10/25/20 11:09,10/25/20 11:18,1,5f95b117-8eb7-9224-e72a-2ef2c835ea14,1,39,2,2,1,1,2,3,27801,34,1,2,NA,1,NA,7,1,4,1,2,1,2,NA,NA,1,1,1,1,3,4,2,0.815072274,9,1,None,NA,NA,NA,8.53
R_3Pi72g9Puz4fSjj,10/25/20 11:08,10/25/20 11:18,1,5f95b0fb-2976-a39d-d0ad-4b0a11415bc9,1,36,1,1,2,1,5,3,35045,1,1,1,2,NA,NA,2,3,3,5,1,1,1,NA,NA,11,1,4,1,3,3,4,0.670089067,15,NA,NA,NA,NA,NA,9.9
R_3Hv7iHLfLifzTDG,10/25/20 11:09,10/25/20 11:18,1,5f95b136-ef35-b4e6-29b4-d2886d1554f8,1,37,1,2,1,1,2,3,22551,48,1,3,NA,NA,3,4,1,3,5,2,1,2,NA,NA,1,1,1,1,3,4,5,1.03100513,9,2,NA,NA,NA,NA,9.23
R_1opAFOIGAAuu4Hj,10/25/20 11:12,10/25/20 11:18,1,5f95b201-3cd7-e3aa-2fc2-fc1523e2b6c4,1,39,2,18,2,1,3,3,22601,48,1,1,2,NA,NA,2,2,3,6,7,3,NA,1,NA,12,2,8,3,1,3,1,0.907005754,14,NA,NA,NA,NA,NA,6.13
R_vC7RjdSK4v38L6N,10/25/20 11:08,10/25/20 11:19,1,5f95b0c3-2c9f-fea7-8cf4-1a4c4d8ad862,1,57,2,-3105,1,1,6,2,44320,36,1,2,NA,2,NA,6,4,4,1,2,3,NA,2,NA,1,2,5,2,2,3,2,0.824064359,15,2,NA,NA,NA,NA,10.03
R_24pjWnt1cA5DfPu,10/25/20 11:09,10/25/20 11:19,1,5f95b145-a8c4-3767-1e85-e81fa27fcb7f,1,18,2,1,1,1,2,2,48039,23,2,5,NA,NA,3,4,1,6,6,NA,5,4,NA,NA,12,2,4,4,2,4,1,1.069999079,8,NA,NA,NA,NA,NA,9.47
R_3CZqmmfMHUWEwh5,10/25/20 11:09,10/25/20 11:19,1,5f95b14c-5fbf-dc2c-64b2-4fccd8728d19,1,64,2,-3105,1,1,5,4,85251,3,1,1,1,NA,NA,1,3,2,3,1,3,NA,1,NA,5,2,5,1,2,3,2,0.580827305,9,NA,NA,NA,NA,NA,9.52
R_D30SHpxjO6OUUVz,10/25/20 11:11,10/25/20 11:19,1,5f95b1be-9b5b-51c4-f8f6-384be54fed9e,1,65,2,13,1,1,2,3,32713,10,1,2,NA,2,NA,6,1,4,1,2,1,2,NA,NA,2,2,7,1,2,3,3,0.807342979,4,2,NA,NA,NA,NA,7.88
R_2uQhV56Xj1Hax3T,10/25/20 11:10,10/25/20 11:19,1,5f95b12e-fa74-7a59-18ab-5a3e182740f2,1,51,2,24,1,1,5,4,92705,5,1,1,1,NA,NA,1,3,3,1,1,1,1,NA,NA,12,2,1,1,2,2,1,0.756676479,8,NA,NA,NA,NA,NA,9.68
R_300Q8bptkvswVAP,10/25/20 11:09,10/25/20 11:20,1,5f95b10d-61d5-b03e-6d9b-12dbd994b118,1,58,1,1,2,1,2,2,48210,23,1,1,1,NA,NA,1,1,3,6,1,3,NA,1,NA,1,1,5,1,1,3,1,2.650216873,10,NA,NA,NA,NA,NA,11.42
R_29tcBmV43RXmSUz,10/25/20 11:11,10/25/20 11:20,1,5f95b15e-e5ff-385c-508c-1004e304f004,1,38,1,8,1,1,2,2,48091,23,1,3,NA,NA,1,3,1,3,5,7,1,8,NA,8,11,2,1,2,2,4,4,0.974016008,9,NA,NA,NA,NA,NA,9.83
R_33j0aSCDhfryMom,10/25/20 11:06,10/25/20 11:20,1,5f95b077-e69a-becf-ea87-76c1943978c8,1,20,1,1,15,2,1,4,94601,5,2,5,NA,NA,3,4,1,6,5,NA,4,NA,NA,NA,11,1,8,2,1,3,4,2.444355226,9,NA,NA,NA,NA,NA,14.13
R_3hDBAI3vV9DqksW,10/25/20 11:10,10/25/20 11:20,1,5f95b142-7972-a592-ee98-d30cf38fd7f9,1,50,1,24,1,1,6,3,32046,5,1,2,NA,1,NA,7,4,2,1,2,1,2,NA,NA,6,1,1,1,1,3,3,0.854202356,5,1,good,NA,NA,NA,10.32
R_3J7Zto11cB6EBNf,10/25/20 11:10,10/25/20 11:21,1,5f95b16b-1863-f92a-5b19-51e79174a010,1,43,2,11,15,12,6,4,80226,6,1,2,NA,2,NA,6,4,3,5,7,3,NA,1,NA,2,2,1,2,2,3,1,0.947383095,7,NA,NA,NA,NA,NA,10.77
R_siEsZR5tplf09SF,10/25/20 11:12,10/25/20 11:22,1,5f95b1b4-8d83-6167-19e2-9c4cc66b42fe,1,37,2,9,6,14,5,2,60410,14,1,3,NA,NA,3,4,3,3,1,2,1,8,NA,8,2,2,4,2,2,3,3,0.735625359,5,NA,NA,NA,NA,NA,10.4
R_2v0Ux421cNvWtXa,10/25/20 11:13,10/25/20 11:22,1,5f95b200-70f2-709e-f54d-2b5d2f8f2b10,1,43,2,4,15,2,2,4,81004,6,1,3,NA,NA,2,5,1,3,3,7,1,2,NA,NA,11,1,6,4,3,4,2,2.55442616,9,2,NA,NA,NA,NA,9.73
R_XsRIgx6dqmdwOn7,10/25/20 11:10,10/25/20 11:23,1,5f95b14b-3333-3264-6527-dd7591420dee,1,69,2,20,1,1,6,3,33844,10,1,2,NA,1,NA,7,4,5,1,2,1,2,NA,NA,2,2,5,1,2,2,2,0.518361633,9,2,NA,NA,NA,NA,12.58
R_2CIJuAAFbagM0EV,10/25/20 11:10,10/25/20 11:23,1,5f95b146-0240-6a04-cf82-17577c6b3e03,1,69,2,2,1,1,4,2,48809,23,1,1,2,NA,NA,2,2,3,3,2,1,1,NA,NA,12,2,5,2,3,4,3,0.931526451,7,NA,NA,NA,NA,NA,12.7
R_1q22J1gCq4xRQdr,10/25/20 11:10,10/25/20 11:23,1,5f95b161-83da-ac28-ede8-6ff0031053ec,1,29,1,7,1,1,5,3,35404,1,1,1,1,NA,NA,1,3,2,6,7,1,1,NA,NA,11,1,1,2,1,3,1,0.619122778,6,NA,NA,NA,NA,NA,13.32
R_1OJqHN1gmSEWIem,10/25/20 11:10,10/25/20 11:23,1,5f95b172-bb89-1187-fc81-1d7bbbbeff2a,1,32,2,8,15,1,5,3,71118,19,1,1,1,NA,NA,1,3,3,3,1,1,1,NA,NA,11,1,1,1,2,3,1,0.475071754,15,NA,NA,NA,NA,NA,13.5
R_33webVzI9FLKV51,10/25/20 11:10,10/25/20 11:23,1,5f95b14b-9268-d5c6-67e0-7331a8dace85,1,33,1,3,1,1,5,3,78521,45,1,3,NA,NA,3,4,3,3,5,1,1,1,NA,NA,11,1,1,1,2,3,5,0.714810156,3,NA,NA,NA,NA,NA,13.2
R_2uHXTQ7HFfnL909,10/25/20 11:12,10/25/20 11:24,1,5f95b1e0-6ebd-7cd3-7af6-a889d4fadcd6,1,67,2,6,1,1,2,4,89044,29,1,2,NA,2,NA,6,1,3,1,2,1,8,NA,8,2,2,5,2,1,4,3,0.837755208,6,NA,NA,NA,NA,NA,11.57
R_1Q5fyDCcVW7jb5u,10/25/20 11:15,10/25/20 11:24,1,5f95b24f-570a-985b-ce7d-b76b659de402,1,25,2,5,2,1,3,3,33511,10,1,3,NA,NA,4,8,2,3,5,7,1,1,NA,NA,12,2,3,2,2,3,1,0.92026022,7,NA,NA,NA,NA,NA,8.55
R_T7KwHqhamBmVN97,10/25/20 11:09,10/25/20 11:24,1,5f95b130-cf53-5b57-db70-4654e3d5b3fe,1,59,1,19,1,1,5,3,29662,42,1,1,1,NA,NA,1,3,2,3,1,3,NA,1,NA,2,2,5,1,2,3,1,0.922392741,3,NA,NA,NA,NA,NA,14.57
R_2sXPyUezWoJWZwV,10/25/20 11:10,10/25/20 11:24,1,5f95b12a-c58a-ae56-abf6-780d24385378,1,28,2,6,1,1,5,4,88310,32,2,2,NA,2,NA,6,3,4,3,2,4,NA,NA,NA,11,2,3,2,3,5,3,0.479015466,15,NA,NA,NA,NA,NA,14.73
R_3DejTTIfgGO6vU3,10/25/20 9:58,10/25/20 11:24,1,5f95a025-0040-c755-12f1-27d663b24083,1,36,2,2,15,16,2,1,19134,39,1,1,1,NA,NA,1,1,5,1,1,3,NA,1,NA,1,1,3,2,1,4,1,2.169866661,2,NA,NA,NA,NA,NA,86.8
R_1FRIpWeB9PWT7bW,10/25/20 11:10,10/25/20 11:24,1,5f95b11d-bd20-23dc-39ae-376b80a61331,1,33,2,13,1,1,5,3,34232,10,1,1,1,NA,NA,1,3,1,1,1,1,1,NA,NA,12,2,1,2,2,3,1,0.565100912,8,NA,NA,NA,NA,NA,14.9
R_1pXuzCRPk8Qz5cU,10/25/20 11:16,10/25/20 11:25,1,5f95b2a6-5ca3-698b-1dae-c4c5a65c9290,1,21,1,21,15,2,3,4,92585,5,1,3,NA,NA,2,5,2,3,5,NA,2,4,NA,NA,2,1,2,4,2,3,2,1.425217081,6,NA,NA,NA,NA,NA,9.25
R_2q4wKx9YlNBvb8e,10/25/20 11:13,10/25/20 11:25,1,5f95b223-a956-8be5-4638-ab0f024a9fd2,1,45,1,1,1,2,4,4,91723,5,1,2,NA,1,NA,7,2,4,5,2,1,2,NA,NA,2,1,1,2,2,5,4,1.483336955,3,2,NA,NA,NA,NA,12.08
R_2A1fc8eY4mXIulp,10/25/20 11:15,10/25/20 11:25,1,5f95b27d-8bee-428f-e54c-05449f9444e2,1,69,1,8,1,1,6,2,43081,36,1,3,NA,NA,2,5,4,3,1,2,1,2,NA,NA,2,2,2,1,2,3,3,0.584226455,11,2,NA,NA,NA,NA,10.55
R_VImUmkIPXUbLPBT,10/25/20 11:15,10/25/20 11:26,1,5f95b269-9851-7e20-9c7b-ede52d5bd47c,1,56,2,7,2,1,6,3,23505,48,1,1,1,NA,NA,1,4,3,1,7,2,1,NA,NA,1,1,7,3,1,4,1,0.744476141,11,NA,NA,NA,NA,NA,11.7
R_1F8JxFWksCcdvkW,10/25/20 11:20,10/25/20 11:30,1,5f95b3c0-d0da-e12a-ed10-5907ca78f610,1,22,1,1,2,1,3,2,53511,51,2,3,NA,NA,1,3,2,3,5,7,4,NA,NA,NA,12,2,4,4,3,1,4,1.037191667,3,NA,NA,NA,NA,NA,9.93
R_2R3AEpHNO0ieq3Y,10/25/20 11:15,10/25/20 11:31,1,5f95b29b-7f07-785c-1b7c-3e1ba461ba90,1,60,1,2,1,1,3,2,45205,36,1,2,NA,2,NA,6,2,4,5,1,3,NA,1,NA,1,1,3,2,1,4,2,1.068598678,4,NA,NA,NA,NA,NA,15.93
R_SDbsB8k9pW9Z9pn,10/25/20 11:23,10/25/20 11:32,1,5f95b46a-f8e8-f03a-f934-6a82100327ee,1,20,1,1,15,13,2,4,90001,53,2,5,NA,NA,3,4,1,3,5,NA,4,NA,NA,NA,9,2,8,4,1,3,3,2.444355226,3,NA,NA,NA,NA,NA,8.8
R_eh5kncPkiUAJrUt,10/25/20 11:22,10/25/20 11:32,1,5f95b45a-7023-6921-0c99-bb3d02b0f82e,1,47,1,9,2,1,5,4,84015,46,1,2,NA,2,NA,6,3,3,1,2,1,2,NA,NA,11,1,1,1,1,3,3,0.523266733,4,2,NA,NA,NA,NA,9.58
R_2f6CL5RG9hvw4t0,10/25/20 11:12,10/25/20 11:32,1,5f95b190-e48a-6f6d-886e-588644fe217c,1,38,1,18,1,1,6,2,60504,14,1,1,1,NA,NA,1,4,3,1,1,1,1,NA,NA,1,1,1,1,1,3,3,0.732580593,15,NA,NA,NA,NA,NA,19.67
R_25tPIpfWjlFIpZE,10/25/20 11:15,10/25/20 11:33,1,5f95b24f-4274-df9a-3c16-6623799000a2,1,51,2,11,2,1,5,1,11239,33,1,1,2,NA,NA,2,3,3,6,1,1,1,NA,NA,11,2,1,2,1,4,1,0.57591477,6,NA,NA,NA,NA,NA,18.17
R_1hRvdeTMBWGfqvS,10/25/20 11:12,10/25/20 11:34,1,5f95b1b0-1716-de06-7a40-e1e604d517e9,1,75,2,1,1,1,5,3,78229,45,1,2,NA,1,NA,7,3,4,3,2,1,2,NA,NA,12,2,4,2,1,3,2,0.783777507,10,2,NA,NA,NA,NA,22.07
R_tX3ffXBm4iDfQc1,10/25/20 11:26,10/25/20 11:36,1,5f95b524-42c4-b365-0bba-525d771e91c5,1,21,2,15,1,1,5,4,85233,3,1,3,NA,NA,1,3,3,3,5,NA,5,1,NA,NA,12,2,1,3,2,3,2,0.507891728,4,NA,NA,NA,NA,NA,10.37
R_10IfuAJLcYk8r3O,10/25/20 11:25,10/25/20 11:37,1,5f95b4f8-10b3-25ca-3ff9-d832c83a1358,1,34,2,-3105,6,1,4,1,17603,39,1,2,NA,1,NA,7,2,4,1,2,1,2,NA,NA,2,1,2,4,2,3,6,0.64631621,6,2,NA,NA,NA,NA,11.78
R_ueV1SEOSzJtN1RL,10/25/20 11:08,10/25/20 11:37,1,5f95b0cd-7682-1140-2f02-18484d0c4338,1,51,2,1,15,14,3,4,94601,5,1,1,2,NA,NA,2,2,5,2,1,1,1,NA,NA,11,1,6,2,1,4,2,2.010799385,12,NA,NA,NA,NA,NA,29.37
R_2XmSFVs2YnqiWVU,10/25/20 11:27,10/25/20 11:39,1,5f95b594-a73d-bf15-7c00-7b7bfe01cbc8,1,22,1,3,15,2,4,4,93203,5,1,3,NA,NA,2,5,2,3,5,2,3,NA,2,NA,2,2,2,2,3,4,6,1.344186143,9,2,NA,NA,NA,NA,11.6
R_3HjoyVNHDTa1O63,10/25/20 11:29,10/25/20 11:39,1,5f95b5c0-2bac-0b53-1f40-6d595a62cc5c,1,73,2,2,1,1,5,1,15223,39,1,3,NA,NA,3,4,3,3,3,7,3,NA,1,NA,12,2,5,3,3,4,2,0.700131518,12,NA,NA,NA,NA,NA,10.02
R_56aSPLgZJKfJlYd,10/25/20 11:16,10/25/20 11:40,1,5f95b2ca-fbf4-09df-3eac-11cbc612619e,1,23,1,24,1,2,5,4,90001,5,1,1,2,NA,NA,2,3,3,5,1,2,1,NA,NA,1,2,1,3,1,5,5,0.832412902,7,NA,NA,NA,NA,NA,23.9
R_3iUxUQPhsR8lBGX,10/25/20 11:12,10/25/20 11:41,1,5f95b1b2-4ca0-6594-ea24-21802ec9f986,1,39,1,13,1,1,5,3,78701,45,1,2,NA,1,NA,7,3,4,1,2,1,2,NA,NA,6,2,1,2,2,2,6,0.575512249,4,2,NA,NA,NA,NA,28.47
R_RzshiRWwNkx2MJb,10/25/20 11:32,10/25/20 11:41,1,5f95b669-dc18-edb3-db29-2bb5b96e2a07,1,27,1,17,1,1,6,2,45202,36,1,3,NA,NA,2,5,4,4,5,3,1,2,NA,NA,10,2,1,1,1,2,5,0.757350168,5,2,NA,NA,NA,NA,8.78
R_3CWd1c4tJW0vKxX,10/25/20 11:35,10/25/20 11:44,1,5f95b76c-33e4-105d-a378-88054f5e13c2,1,50,2,12,16,15,6,4,86001,3,2,5,NA,NA,2,5,4,4,1,7,5,2,NA,NA,12,2,4,3,2,4,3,0.692789394,4,2,NA,NA,NA,NA,8.27
R_1romlAjHtDNoKVT,10/25/20 11:30,10/25/20 11:44,1,5f95b5f5-3fdf-5010-dd52-eb2082b60e29,1,23,2,3,1,1,6,4,80525,6,1,3,NA,NA,2,5,4,4,5,2,1,2,NA,NA,12,2,1,4,1,4,3,0.550973317,14,2,NA,NA,NA,NA,13.95
R_25WxxgDnQzELSfW,10/25/20 7:56,10/25/20 11:46,1,5f9583af-377c-6658-e1fa-93405053e0b3,1,18,2,2,15,4,2,4,99326,50,3,5,NA,NA,4,8,1,6,6,NA,5,1,NA,NA,2,2,8,1,3,3,1,2.314797212,12,NA,NA,NA,NA,NA,229.9
R_Z3iDHsydKqFfAFr,10/25/20 11:38,10/25/20 11:46,1,5f95b7bc-5205-844c-3377-a0f3e327823a,1,62,2,21,16,15,2,4,93643,5,2,3,NA,NA,3,4,1,3,3,7,5,8,NA,8,12,1,5,3,3,3,1,1.433856675,3,NA,NA,NA,NA,NA,7.68
R_1OqpAZD5PD9CEvQ,10/25/20 11:34,10/25/20 11:47,1,5f95b6dc-52b0-5da1-5650-f83539a0c78b,1,71,2,13,1,1,6,4,85210,3,1,1,1,NA,NA,1,4,2,4,1,1,1,NA,NA,9,2,5,1,2,2,1,1.161900756,5,NA,NA,NA,NA,NA,12.7
R_2CJt1Whjdh5BwhI,10/25/20 11:40,10/25/20 11:49,1,5f95b858-789c-947d-09b0-068e3da26c1f,1,25,1,8,1,1,6,2,60035,14,1,1,2,NA,NA,2,4,3,1,7,1,1,NA,NA,4,2,2,2,2,3,2,0.634514393,8,NA,NA,NA,NA,NA,8.62
R_2az2CzxlNfqX4fU,10/25/20 11:22,10/25/20 11:50,1,5f95b455-f558-743e-14fa-9d3d8535135d,1,24,1,2,1,1,2,1,11225,31,1,2,NA,2,NA,6,1,3,5,2,1,2,NA,NA,1,1,1,2,2,2,4,0.87079472,1,2,NA,NA,NA,NA,27.42
R_2rObkZuX877vatX,10/25/20 11:42,10/25/20 11:51,1,5f95b8da-1d2e-f7fa-5a1f-8546c5da9508,1,20,1,17,1,1,3,4,95124,5,1,3,NA,NA,2,5,2,5,5,NA,2,2,NA,NA,1,1,8,2,2,3,6,0.908449543,10,2,NA,NA,NA,NA,8.87
